,Sale,weight,ppi,cpu_core,internal_mem,ram,RearCam,battery,pred
6269,0,1,2,0,1,3,3,1,0
6270,0,1,2,0,1,3,3,2,0
6271,0,1,2,0,1,3,3,3,0
6272,0,1,2,0,2,0,0,0,3
6273,0,1,2,0,2,0,0,1,3
6274,0,1,2,0,2,0,0,2,3
6275,0,1,2,0,2,0,0,3,1
6276,0,1,2,0,2,0,1,0,3
6277,0,1,2,0,2,0,1,1,3
6278,0,1,2,0,2,0,1,2,1
6279,0,1,2,0,2,0,1,3,1
6280,0,1,2,0,2,0,2,0,0
6281,0,1,2,0,2,0,2,1,1
6282,0,1,2,0,2,0,2,2,1
6283,0,1,2,0,2,0,2,3,1
6284,0,1,2,0,2,0,3,0,0
6285,0,1,2,0,2,0,3,1,0
6286,0,1,2,0,2,0,3,2,1
6287,0,1,2,0,2,0,3,3,1
6288,0,1,2,0,2,1,0,0,3
6289,0,1,2,0,2,1,0,1,3
6290,0,1,2,0,2,1,0,2,3
6291,0,1,2,0,2,1,0,3,3
6292,0,1,2,0,2,1,1,0,0
6293,0,1,2,0,2,1,1,1,3
6294,0,1,2,0,2,1,1,2,3
6295,0,1,2,0,2,1,1,3,3
6296,0,1,2,0,2,1,2,0,0
6297,0,1,2,0,2,1,2,1,0
6298,0,1,2,0,2,1,2,2,0
6299,0,1,2,0,2,1,2,3,0
6300,0,1,2,0,2,1,3,0,0
6301,0,1,2,0,2,1,3,1,0
6302,0,1,2,0,2,1,3,2,0
6303,0,1,2,0,2,1,3,3,0
6304,0,1,2,0,2,2,0,0,3
6305,0,1,2,0,2,2,0,1,3
6306,0,1,2,0,2,2,0,2,3
6307,0,1,2,0,2,2,0,3,3
6308,0,1,2,0,2,2,1,0,0
6309,0,1,2,0,2,2,1,1,0
6310,0,1,2,0,2,2,1,2,3
6311,0,1,2,0,2,2,1,3,3
6312,0,1,2,0,2,2,2,0,0
6313,0,1,2,0,2,2,2,1,0
6314,0,1,2,0,2,2,2,2,0
6315,0,1,2,0,2,2,2,3,0
6316,0,1,2,0,2,2,3,0,0
6317,0,1,2,0,2,2,3,1,0
6318,0,1,2,0,2,2,3,2,0
6319,0,1,2,0,2,2,3,3,0
6320,0,1,2,0,2,3,0,0,0
6321,0,1,2,0,2,3,0,1,3
6322,0,1,2,0,2,3,0,2,3
6323,0,1,2,0,2,3,0,3,3
6324,0,1,2,0,2,3,1,0,0
6325,0,1,2,0,2,3,1,1,0
6326,0,1,2,0,2,3,1,2,0
6327,0,1,2,0,2,3,1,3,3
6328,0,1,2,0,2,3,2,0,0
6329,0,1,2,0,2,3,2,1,0
6330,0,1,2,0,2,3,2,2,0
6331,0,1,2,0,2,3,2,3,0
6332,0,1,2,0,2,3,3,0,0
6333,0,1,2,0,2,3,3,1,0
6334,0,1,2,0,2,3,3,2,0
6335,0,1,2,0,2,3,3,3,0
6336,0,1,2,0,3,0,0,0,3
6337,0,1,2,0,3,0,0,1,3
6338,0,1,2,0,3,0,0,2,3
6339,0,1,2,0,3,0,0,3,1
6340,0,1,2,0,3,0,1,0,3
6341,0,1,2,0,3,0,1,1,3
6342,0,1,2,0,3,0,1,2,1
6343,0,1,2,0,3,0,1,3,1
6344,0,1,2,0,3,0,2,0,0
6345,0,1,2,0,3,0,2,1,1
6346,0,1,2,0,3,0,2,2,1
6347,0,1,2,0,3,0,2,3,1
6348,0,1,2,0,3,0,3,0,0
6349,0,1,2,0,3,0,3,1,1
6350,0,1,2,0,3,0,3,2,1
6351,0,1,2,0,3,0,3,3,1
6352,0,1,2,0,3,1,0,0,3
6353,0,1,2,0,3,1,0,1,3
6354,0,1,2,0,3,1,0,2,3
6355,0,1,2,0,3,1,0,3,3
6356,0,1,2,0,3,1,1,0,3
6357,0,1,2,0,3,1,1,1,3
6358,0,1,2,0,3,1,1,2,3
6359,0,1,2,0,3,1,1,3,3
6360,0,1,2,0,3,1,2,0,0
6361,0,1,2,0,3,1,2,1,0
6362,0,1,2,0,3,1,2,2,3
6363,0,1,2,0,3,1,2,3,3
6364,0,1,2,0,3,1,3,0,0
6365,0,1,2,0,3,1,3,1,0
6366,0,1,2,0,3,1,3,2,0
6367,0,1,2,0,3,1,3,3,0
6368,0,1,2,0,3,2,0,0,3
6369,0,1,2,0,3,2,0,1,3
6370,0,1,2,0,3,2,0,2,3
6371,0,1,2,0,3,2,0,3,3
6372,0,1,2,0,3,2,1,0,0
6373,0,1,2,0,3,2,1,1,3
6374,0,1,2,0,3,2,1,2,3
6375,0,1,2,0,3,2,1,3,3
6376,0,1,2,0,3,2,2,0,0
6377,0,1,2,0,3,2,2,1,0
6378,0,1,2,0,3,2,2,2,0
6379,0,1,2,0,3,2,2,3,3
6380,0,1,2,0,3,2,3,0,0
6381,0,1,2,0,3,2,3,1,0
6382,0,1,2,0,3,2,3,2,0
6383,0,1,2,0,3,2,3,3,0
6384,0,1,2,0,3,3,0,0,3
6385,0,1,2,0,3,3,0,1,3
6386,0,1,2,0,3,3,0,2,3
6387,0,1,2,0,3,3,0,3,3
6388,0,1,2,0,3,3,1,0,0
6389,0,1,2,0,3,3,1,1,0
6390,0,1,2,0,3,3,1,2,3
6391,0,1,2,0,3,3,1,3,3
6392,0,1,2,0,3,3,2,0,0
6393,0,1,2,0,3,3,2,1,0
6394,0,1,2,0,3,3,2,2,0
6395,0,1,2,0,3,3,2,3,0
6396,0,1,2,0,3,3,3,0,0
6397,0,1,2,0,3,3,3,1,0
6398,0,1,2,0,3,3,3,2,0
6399,0,1,2,0,3,3,3,3,0
6400,0,1,2,1,0,0,0,0,3
6401,0,1,2,1,0,0,0,1,1
6402,0,1,2,1,0,0,0,2,1
6403,0,1,2,1,0,0,0,3,1
6404,0,1,2,1,0,0,1,0,1
6405,0,1,2,1,0,0,1,1,1
6406,0,1,2,1,0,0,1,2,1
6407,0,1,2,1,0,0,1,3,1
6408,0,1,2,1,0,0,2,0,0
6409,0,1,2,1,0,0,2,1,1
6410,0,1,2,1,0,0,2,2,1
6411,0,1,2,1,0,0,2,3,1
6412,0,1,2,1,0,0,3,0,0
6413,0,1,2,1,0,0,3,1,1
6414,0,1,2,1,0,0,3,2,1
6415,0,1,2,1,0,0,3,3,1
6416,0,1,2,1,0,1,0,0,3
6417,0,1,2,1,0,1,0,1,3
6418,0,1,2,1,0,1,0,2,3
6419,0,1,2,1,0,1,0,3,3
6420,0,1,2,1,0,1,1,0,0
6421,0,1,2,1,0,1,1,1,0
6422,0,1,2,1,0,1,1,2,3
6423,0,1,2,1,0,1,1,3,3
6424,0,1,2,1,0,1,2,0,0
6425,0,1,2,1,0,1,2,1,0
6426,0,1,2,1,0,1,2,2,0
6427,0,1,2,1,0,1,2,3,0
6428,0,1,2,1,0,1,3,0,0
6429,0,1,2,1,0,1,3,1,0
6430,0,1,2,1,0,1,3,2,0
6431,0,1,2,1,0,1,3,3,0
6432,0,1,2,1,0,2,0,0,3
6433,0,1,2,1,0,2,0,1,3
6434,0,1,2,1,0,2,0,2,3
6435,0,1,2,1,0,2,0,3,3
6436,0,1,2,1,0,2,1,0,0
6437,0,1,2,1,0,2,1,1,0
6438,0,1,2,1,0,2,1,2,0
6439,0,1,2,1,0,2,1,3,3
6440,0,1,2,1,0,2,2,0,0
6441,0,1,2,1,0,2,2,1,0
6442,0,1,2,1,0,2,2,2,0
6443,0,1,2,1,0,2,2,3,0
6444,0,1,2,1,0,2,3,0,0
6445,0,1,2,1,0,2,3,1,0
6446,0,1,2,1,0,2,3,2,0
6447,0,1,2,1,0,2,3,3,0
6448,0,1,2,1,0,3,0,0,0
6449,0,1,2,1,0,3,0,1,0
6450,0,1,2,1,0,3,0,2,3
6451,0,1,2,1,0,3,0,3,3
6452,0,1,2,1,0,3,1,0,0
6453,0,1,2,1,0,3,1,1,0
6454,0,1,2,1,0,3,1,2,0
6455,0,1,2,1,0,3,1,3,0
6456,0,1,2,1,0,3,2,0,0
6457,0,1,2,1,0,3,2,1,0
6458,0,1,2,1,0,3,2,2,0
6459,0,1,2,1,0,3,2,3,0
6460,0,1,2,1,0,3,3,0,0
6461,0,1,2,1,0,3,3,1,0
6462,0,1,2,1,0,3,3,2,0
6463,0,1,2,1,0,3,3,3,0
6464,0,1,2,1,1,0,0,0,3
6465,0,1,2,1,1,0,0,1,1
6466,0,1,2,1,1,0,0,2,1
6467,0,1,2,1,1,0,0,3,1
6468,0,1,2,1,1,0,1,0,1
6469,0,1,2,1,1,0,1,1,1
6470,0,1,2,1,1,0,1,2,1
6471,0,1,2,1,1,0,1,3,1
6472,0,1,2,1,1,0,2,0,1
6473,0,1,2,1,1,0,2,1,1
6474,0,1,2,1,1,0,2,2,1
6475,0,1,2,1,1,0,2,3,1
6476,0,1,2,1,1,0,3,0,1
6477,0,1,2,1,1,0,3,1,1
6478,0,1,2,1,1,0,3,2,1
6479,0,1,2,1,1,0,3,3,1
6480,0,1,2,1,1,1,0,0,3
6481,0,1,2,1,1,1,0,1,3
6482,0,1,2,1,1,1,0,2,3
6483,0,1,2,1,1,1,0,3,3
6484,0,1,2,1,1,1,1,0,3
6485,0,1,2,1,1,1,1,1,3
6486,0,1,2,1,1,1,1,2,3
6487,0,1,2,1,1,1,1,3,3
6488,0,1,2,1,1,1,2,0,0
6489,0,1,2,1,1,1,2,1,0
6490,0,1,2,1,1,1,2,2,0
6491,0,1,2,1,1,1,2,3,3
6492,0,1,2,1,1,1,3,0,0
6493,0,1,2,1,1,1,3,1,0
6494,0,1,2,1,1,1,3,2,0
6495,0,1,2,1,1,1,3,3,0
6496,0,1,2,1,1,2,0,0,3
6497,0,1,2,1,1,2,0,1,3
6498,0,1,2,1,1,2,0,2,3
6499,0,1,2,1,1,2,0,3,3
6500,0,1,2,1,1,2,1,0,0
6501,0,1,2,1,1,2,1,1,3
6502,0,1,2,1,1,2,1,2,3
6503,0,1,2,1,1,2,1,3,3
6504,0,1,2,1,1,2,2,0,0
6505,0,1,2,1,1,2,2,1,0
6506,0,1,2,1,1,2,2,2,0
6507,0,1,2,1,1,2,2,3,0
6508,0,1,2,1,1,2,3,0,0
6509,0,1,2,1,1,2,3,1,0
6510,0,1,2,1,1,2,3,2,0
6511,0,1,2,1,1,2,3,3,0
6512,0,1,2,1,1,3,0,0,3
6513,0,1,2,1,1,3,0,1,3
6514,0,1,2,1,1,3,0,2,3
6515,0,1,2,1,1,3,0,3,3
6516,0,1,2,1,1,3,1,0,0
6517,0,1,2,1,1,3,1,1,0
6518,0,1,2,1,1,3,1,2,3
6519,0,1,2,1,1,3,1,3,3
6520,0,1,2,1,1,3,2,0,0
6521,0,1,2,1,1,3,2,1,0
6522,0,1,2,1,1,3,2,2,0
6523,0,1,2,1,1,3,2,3,0
6524,0,1,2,1,1,3,3,0,0
6525,0,1,2,1,1,3,3,1,0
6526,0,1,2,1,1,3,3,2,0
6527,0,1,2,1,1,3,3,3,0
6528,0,1,2,1,2,0,0,0,3
6529,0,1,2,1,2,0,0,1,1
6530,0,1,2,1,2,0,0,2,1
6531,0,1,2,1,2,0,0,3,1
6532,0,1,2,1,2,0,1,0,1
6533,0,1,2,1,2,0,1,1,1
6534,0,1,2,1,2,0,1,2,1
6535,0,1,2,1,2,0,1,3,1
6536,0,1,2,1,2,0,2,0,1
6537,0,1,2,1,2,0,2,1,1
6538,0,1,2,1,2,0,2,2,1
6539,0,1,2,1,2,0,2,3,1
6540,0,1,2,1,2,0,3,0,1
6541,0,1,2,1,2,0,3,1,1
6542,0,1,2,1,2,0,3,2,1
6543,0,1,2,1,2,0,3,3,1
6544,0,1,2,1,2,1,0,0,3
6545,0,1,2,1,2,1,0,1,3
6546,0,1,2,1,2,1,0,2,3
6547,0,1,2,1,2,1,0,3,3
6548,0,1,2,1,2,1,1,0,3
6549,0,1,2,1,2,1,1,1,3
6550,0,1,2,1,2,1,1,2,3
6551,0,1,2,1,2,1,1,3,3
6552,0,1,2,1,2,1,2,0,0
6553,0,1,2,1,2,1,2,1,3
6554,0,1,2,1,2,1,2,2,3
6555,0,1,2,1,2,1,2,3,3
6556,0,1,2,1,2,1,3,0,0
6557,0,1,2,1,2,1,3,1,0
6558,0,1,2,1,2,1,3,2,0
6559,0,1,2,1,2,1,3,3,0
6560,0,1,2,1,2,2,0,0,3
6561,0,1,2,1,2,2,0,1,3
6562,0,1,2,1,2,2,0,2,3
6563,0,1,2,1,2,2,0,3,3
6564,0,1,2,1,2,2,1,0,3
6565,0,1,2,1,2,2,1,1,3
6566,0,1,2,1,2,2,1,2,3
6567,0,1,2,1,2,2,1,3,3
6568,0,1,2,1,2,2,2,0,0
6569,0,1,2,1,2,2,2,1,0
6570,0,1,2,1,2,2,2,2,3
6571,0,1,2,1,2,2,2,3,3
6572,0,1,2,1,2,2,3,0,0
6573,0,1,2,1,2,2,3,1,0
6574,0,1,2,1,2,2,3,2,0
6575,0,1,2,1,2,2,3,3,0
6576,0,1,2,1,2,3,0,0,3
6577,0,1,2,1,2,3,0,1,3
6578,0,1,2,1,2,3,0,2,3
6579,0,1,2,1,2,3,0,3,3
6580,0,1,2,1,2,3,1,0,0
6581,0,1,2,1,2,3,1,1,3
6582,0,1,2,1,2,3,1,2,3
6583,0,1,2,1,2,3,1,3,3
6584,0,1,2,1,2,3,2,0,0
6585,0,1,2,1,2,3,2,1,0
6586,0,1,2,1,2,3,2,2,0
6587,0,1,2,1,2,3,2,3,3
6588,0,1,2,1,2,3,3,0,0
6589,0,1,2,1,2,3,3,1,0
6590,0,1,2,1,2,3,3,2,0
6591,0,1,2,1,2,3,3,3,0
6592,0,1,2,1,3,0,0,0,3
6593,0,1,2,1,3,0,0,1,3
6594,0,1,2,1,3,0,0,2,1
6595,0,1,2,1,3,0,0,3,1
6596,0,1,2,1,3,0,1,0,1
6597,0,1,2,1,3,0,1,1,1
6598,0,1,2,1,3,0,1,2,1
6599,0,1,2,1,3,0,1,3,1
6600,0,1,2,1,3,0,2,0,1
6601,0,1,2,1,3,0,2,1,1
6602,0,1,2,1,3,0,2,2,1
6603,0,1,2,1,3,0,2,3,1
6604,0,1,2,1,3,0,3,0,1
6605,0,1,2,1,3,0,3,1,1
6606,0,1,2,1,3,0,3,2,1
6607,0,1,2,1,3,0,3,3,1
6608,0,1,2,1,3,1,0,0,3
6609,0,1,2,1,3,1,0,1,3
6610,0,1,2,1,3,1,0,2,3
6611,0,1,2,1,3,1,0,3,3
6612,0,1,2,1,3,1,1,0,3
6613,0,1,2,1,3,1,1,1,3
6614,0,1,2,1,3,1,1,2,3
6615,0,1,2,1,3,1,1,3,3
6616,0,1,2,1,3,1,2,0,3
6617,0,1,2,1,3,1,2,1,3
6618,0,1,2,1,3,1,2,2,3
6619,0,1,2,1,3,1,2,3,3
6620,0,1,2,1,3,1,3,0,0
6621,0,1,2,1,3,1,3,1,0
6622,0,1,2,1,3,1,3,2,3
6623,0,1,2,1,3,1,3,3,3
6624,0,1,2,1,3,2,0,0,3
6625,0,1,2,1,3,2,0,1,3
6626,0,1,2,1,3,2,0,2,3
6627,0,1,2,1,3,2,0,3,3
6628,0,1,2,1,3,2,1,0,3
6629,0,1,2,1,3,2,1,1,3
6630,0,1,2,1,3,2,1,2,3
6631,0,1,2,1,3,2,1,3,3
6632,0,1,2,1,3,2,2,0,0
6633,0,1,2,1,3,2,2,1,3
6634,0,1,2,1,3,2,2,2,3
6635,0,1,2,1,3,2,2,3,3
6636,0,1,2,1,3,2,3,0,0
6637,0,1,2,1,3,2,3,1,0
6638,0,1,2,1,3,2,3,2,0
6639,0,1,2,1,3,2,3,3,3
6640,0,1,2,1,3,3,0,0,3
6641,0,1,2,1,3,3,0,1,3
6642,0,1,2,1,3,3,0,2,3
6643,0,1,2,1,3,3,0,3,3
6644,0,1,2,1,3,3,1,0,3
6645,0,1,2,1,3,3,1,1,3
6646,0,1,2,1,3,3,1,2,3
6647,0,1,2,1,3,3,1,3,3
6648,0,1,2,1,3,3,2,0,0
6649,0,1,2,1,3,3,2,1,0
6650,0,1,2,1,3,3,2,2,3
6651,0,1,2,1,3,3,2,3,3
6652,0,1,2,1,3,3,3,0,0
6653,0,1,2,1,3,3,3,1,0
6654,0,1,2,1,3,3,3,2,0
6655,0,1,2,1,3,3,3,3,0
6656,0,1,2,2,0,0,0,0,1
6657,0,1,2,2,0,0,0,1,1
6658,0,1,2,2,0,0,0,2,1
6659,0,1,2,2,0,0,0,3,1
6660,0,1,2,2,0,0,1,0,1
6661,0,1,2,2,0,0,1,1,1
6662,0,1,2,2,0,0,1,2,1
6663,0,1,2,2,0,0,1,3,1
6664,0,1,2,2,0,0,2,0,1
6665,0,1,2,2,0,0,2,1,1
6666,0,1,2,2,0,0,2,2,1
6667,0,1,2,2,0,0,2,3,1
6668,0,1,2,2,0,0,3,0,1
6669,0,1,2,2,0,0,3,1,1
6670,0,1,2,2,0,0,3,2,1
6671,0,1,2,2,0,0,3,3,1
6672,0,1,2,2,0,1,0,0,3
6673,0,1,2,2,0,1,0,1,3
6674,0,1,2,2,0,1,0,2,3
6675,0,1,2,2,0,1,0,3,3
6676,0,1,2,2,0,1,1,0,3
6677,0,1,2,2,0,1,1,1,3
6678,0,1,2,2,0,1,1,2,3
6679,0,1,2,2,0,1,1,3,3
6680,0,1,2,2,0,1,2,0,0
6681,0,1,2,2,0,1,2,1,0
6682,0,1,2,2,0,1,2,2,3
6683,0,1,2,2,0,1,2,3,3
6684,0,1,2,2,0,1,3,0,0
6685,0,1,2,2,0,1,3,1,0
6686,0,1,2,2,0,1,3,2,0
6687,0,1,2,2,0,1,3,3,0
6688,0,1,2,2,0,2,0,0,3
6689,0,1,2,2,0,2,0,1,3
6690,0,1,2,2,0,2,0,2,3
6691,0,1,2,2,0,2,0,3,3
6692,0,1,2,2,0,2,1,0,3
6693,0,1,2,2,0,2,1,1,3
6694,0,1,2,2,0,2,1,2,3
6695,0,1,2,2,0,2,1,3,3
6696,0,1,2,2,0,2,2,0,0
6697,0,1,2,2,0,2,2,1,0
6698,0,1,2,2,0,2,2,2,0
6699,0,1,2,2,0,2,2,3,3
6700,0,1,2,2,0,2,3,0,0
6701,0,1,2,2,0,2,3,1,0
6702,0,1,2,2,0,2,3,2,0
6703,0,1,2,2,0,2,3,3,0
6704,0,1,2,2,0,3,0,0,3
6705,0,1,2,2,0,3,0,1,3
6706,0,1,2,2,0,3,0,2,3
6707,0,1,2,2,0,3,0,3,3
6708,0,1,2,2,0,3,1,0,0
6709,0,1,2,2,0,3,1,1,3
6710,0,1,2,2,0,3,1,2,3
6711,0,1,2,2,0,3,1,3,3
6712,0,1,2,2,0,3,2,0,0
6713,0,1,2,2,0,3,2,1,0
6714,0,1,2,2,0,3,2,2,0
6715,0,1,2,2,0,3,2,3,0
6716,0,1,2,2,0,3,3,0,0
6717,0,1,2,2,0,3,3,1,0
6718,0,1,2,2,0,3,3,2,0
6719,0,1,2,2,0,3,3,3,0
6720,0,1,2,2,1,0,0,0,1
6721,0,1,2,2,1,0,0,1,1
6722,0,1,2,2,1,0,0,2,1
6723,0,1,2,2,1,0,0,3,1
6724,0,1,2,2,1,0,1,0,1
6725,0,1,2,2,1,0,1,1,1
6726,0,1,2,2,1,0,1,2,1
6727,0,1,2,2,1,0,1,3,1
6728,0,1,2,2,1,0,2,0,1
6729,0,1,2,2,1,0,2,1,1
6730,0,1,2,2,1,0,2,2,1
6731,0,1,2,2,1,0,2,3,1
6732,0,1,2,2,1,0,3,0,1
6733,0,1,2,2,1,0,3,1,1
6734,0,1,2,2,1,0,3,2,1
6735,0,1,2,2,1,0,3,3,1
6736,0,1,2,2,1,1,0,0,3
6737,0,1,2,2,1,1,0,1,3
6738,0,1,2,2,1,1,0,2,3
6739,0,1,2,2,1,1,0,3,3
6740,0,1,2,2,1,1,1,0,3
6741,0,1,2,2,1,1,1,1,3
6742,0,1,2,2,1,1,1,2,3
6743,0,1,2,2,1,1,1,3,3
6744,0,1,2,2,1,1,2,0,3
6745,0,1,2,2,1,1,2,1,3
6746,0,1,2,2,1,1,2,2,3
6747,0,1,2,2,1,1,2,3,3
6748,0,1,2,2,1,1,3,0,0
6749,0,1,2,2,1,1,3,1,0
6750,0,1,2,2,1,1,3,2,0
6751,0,1,2,2,1,1,3,3,3
6752,0,1,2,2,1,2,0,0,3
6753,0,1,2,2,1,2,0,1,3
6754,0,1,2,2,1,2,0,2,3
6755,0,1,2,2,1,2,0,3,3
6756,0,1,2,2,1,2,1,0,3
6757,0,1,2,2,1,2,1,1,3
6758,0,1,2,2,1,2,1,2,3
6759,0,1,2,2,1,2,1,3,3
6760,0,1,2,2,1,2,2,0,0
6761,0,1,2,2,1,2,2,1,3
6762,0,1,2,2,1,2,2,2,3
6763,0,1,2,2,1,2,2,3,3
6764,0,1,2,2,1,2,3,0,0
6765,0,1,2,2,1,2,3,1,0
6766,0,1,2,2,1,2,3,2,0
6767,0,1,2,2,1,2,3,3,0
6768,0,1,2,2,1,3,0,0,3
6769,0,1,2,2,1,3,0,1,3
6770,0,1,2,2,1,3,0,2,3
6771,0,1,2,2,1,3,0,3,3
6772,0,1,2,2,1,3,1,0,3
6773,0,1,2,2,1,3,1,1,3
6774,0,1,2,2,1,3,1,2,3
6775,0,1,2,2,1,3,1,3,3
6776,0,1,2,2,1,3,2,0,0
6777,0,1,2,2,1,3,2,1,0
6778,0,1,2,2,1,3,2,2,3
6779,0,1,2,2,1,3,2,3,3
6780,0,1,2,2,1,3,3,0,0
6781,0,1,2,2,1,3,3,1,0
6782,0,1,2,2,1,3,3,2,0
6783,0,1,2,2,1,3,3,3,0
6784,0,1,2,2,2,0,0,0,1
6785,0,1,2,2,2,0,0,1,1
6786,0,1,2,2,2,0,0,2,1
6787,0,1,2,2,2,0,0,3,1
6788,0,1,2,2,2,0,1,0,1
6789,0,1,2,2,2,0,1,1,1
6790,0,1,2,2,2,0,1,2,1
6791,0,1,2,2,2,0,1,3,1
6792,0,1,2,2,2,0,2,0,1
6793,0,1,2,2,2,0,2,1,1
6794,0,1,2,2,2,0,2,2,1
6795,0,1,2,2,2,0,2,3,1
6796,0,1,2,2,2,0,3,0,1
6797,0,1,2,2,2,0,3,1,1
6798,0,1,2,2,2,0,3,2,1
6799,0,1,2,2,2,0,3,3,1
6800,0,1,2,2,2,1,0,0,3
6801,0,1,2,2,2,1,0,1,3
6802,0,1,2,2,2,1,0,2,3
6803,0,1,2,2,2,1,0,3,3
6804,0,1,2,2,2,1,1,0,3
6805,0,1,2,2,2,1,1,1,3
6806,0,1,2,2,2,1,1,2,3
6807,0,1,2,2,2,1,1,3,3
6808,0,1,2,2,2,1,2,0,3
6809,0,1,2,2,2,1,2,1,3
6810,0,1,2,2,2,1,2,2,3
6811,0,1,2,2,2,1,2,3,3
6812,0,1,2,2,2,1,3,0,0
6813,0,1,2,2,2,1,3,1,3
6814,0,1,2,2,2,1,3,2,3
6815,0,1,2,2,2,1,3,3,3
6816,0,1,2,2,2,2,0,0,3
6817,0,1,2,2,2,2,0,1,3
6818,0,1,2,2,2,2,0,2,3
6819,0,1,2,2,2,2,0,3,3
6820,0,1,2,2,2,2,1,0,3
6821,0,1,2,2,2,2,1,1,3
6822,0,1,2,2,2,2,1,2,3
6823,0,1,2,2,2,2,1,3,3
6824,0,1,2,2,2,2,2,0,3
6825,0,1,2,2,2,2,2,1,3
6826,0,1,2,2,2,2,2,2,3
6827,0,1,2,2,2,2,2,3,3
6828,0,1,2,2,2,2,3,0,0
6829,0,1,2,2,2,2,3,1,0
6830,0,1,2,2,2,2,3,2,3
6831,0,1,2,2,2,2,3,3,3
6832,0,1,2,2,2,3,0,0,3
6833,0,1,2,2,2,3,0,1,3
6834,0,1,2,2,2,3,0,2,3
6835,0,1,2,2,2,3,0,3,3
6836,0,1,2,2,2,3,1,0,3
6837,0,1,2,2,2,3,1,1,3
6838,0,1,2,2,2,3,1,2,3
6839,0,1,2,2,2,3,1,3,3
6840,0,1,2,2,2,3,2,0,0
6841,0,1,2,2,2,3,2,1,3
6842,0,1,2,2,2,3,2,2,3
6843,0,1,2,2,2,3,2,3,3
6844,0,1,2,2,2,3,3,0,0
6845,0,1,2,2,2,3,3,1,0
6846,0,1,2,2,2,3,3,2,0
6847,0,1,2,2,2,3,3,3,3
6848,0,1,2,2,3,0,0,0,1
6849,0,1,2,2,3,0,0,1,1
6850,0,1,2,2,3,0,0,2,1
6851,0,1,2,2,3,0,0,3,1
6852,0,1,2,2,3,0,1,0,1
6853,0,1,2,2,3,0,1,1,1
6854,0,1,2,2,3,0,1,2,1
6855,0,1,2,2,3,0,1,3,1
6856,0,1,2,2,3,0,2,0,1
6857,0,1,2,2,3,0,2,1,1
6858,0,1,2,2,3,0,2,2,1
6859,0,1,2,2,3,0,2,3,1
6860,0,1,2,2,3,0,3,0,1
6861,0,1,2,2,3,0,3,1,1
6862,0,1,2,2,3,0,3,2,1
6863,0,1,2,2,3,0,3,3,1
6864,0,1,2,2,3,1,0,0,3
6865,0,1,2,2,3,1,0,1,3
6866,0,1,2,2,3,1,0,2,3
6867,0,1,2,2,3,1,0,3,3
6868,0,1,2,2,3,1,1,0,3
6869,0,1,2,2,3,1,1,1,3
6870,0,1,2,2,3,1,1,2,3
6871,0,1,2,2,3,1,1,3,3
6872,0,1,2,2,3,1,2,0,3
6873,0,1,2,2,3,1,2,1,3
6874,0,1,2,2,3,1,2,2,3
6875,0,1,2,2,3,1,2,3,3
6876,0,1,2,2,3,1,3,0,3
6877,0,1,2,2,3,1,3,1,3
6878,0,1,2,2,3,1,3,2,3
6879,0,1,2,2,3,1,3,3,3
6880,0,1,2,2,3,2,0,0,3
6881,0,1,2,2,3,2,0,1,3
6882,0,1,2,2,3,2,0,2,3
6883,0,1,2,2,3,2,0,3,3
6884,0,1,2,2,3,2,1,0,3
6885,0,1,2,2,3,2,1,1,3
6886,0,1,2,2,3,2,1,2,3
6887,0,1,2,2,3,2,1,3,3
6888,0,1,2,2,3,2,2,0,3
6889,0,1,2,2,3,2,2,1,3
6890,0,1,2,2,3,2,2,2,3
6891,0,1,2,2,3,2,2,3,3
6892,0,1,2,2,3,2,3,0,0
6893,0,1,2,2,3,2,3,1,3
6894,0,1,2,2,3,2,3,2,3
6895,0,1,2,2,3,2,3,3,3
6896,0,1,2,2,3,3,0,0,3
6897,0,1,2,2,3,3,0,1,3
6898,0,1,2,2,3,3,0,2,3
6899,0,1,2,2,3,3,0,3,3
6900,0,1,2,2,3,3,1,0,3
6901,0,1,2,2,3,3,1,1,3
6902,0,1,2,2,3,3,1,2,3
6903,0,1,2,2,3,3,1,3,3
6904,0,1,2,2,3,3,2,0,3
6905,0,1,2,2,3,3,2,1,3
6906,0,1,2,2,3,3,2,2,3
6907,0,1,2,2,3,3,2,3,3
6908,0,1,2,2,3,3,3,0,0
6909,0,1,2,2,3,3,3,1,0
6910,0,1,2,2,3,3,3,2,3
6911,0,1,2,2,3,3,3,3,3
6912,0,1,2,3,0,0,0,0,1
6913,0,1,2,3,0,0,0,1,1
6914,0,1,2,3,0,0,0,2,1
6915,0,1,2,3,0,0,0,3,1
6916,0,1,2,3,0,0,1,0,1
6917,0,1,2,3,0,0,1,1,1
6918,0,1,2,3,0,0,1,2,1
6919,0,1,2,3,0,0,1,3,1
6920,0,1,2,3,0,0,2,0,1
6921,0,1,2,3,0,0,2,1,1
6922,0,1,2,3,0,0,2,2,1
6923,0,1,2,3,0,0,2,3,1
6924,0,1,2,3,0,0,3,0,1
6925,0,1,2,3,0,0,3,1,1
6926,0,1,2,3,0,0,3,2,1
6927,0,1,2,3,0,0,3,3,1
6928,0,1,2,3,0,1,0,0,3
6929,0,1,2,3,0,1,0,1,3
6930,0,1,2,3,0,1,0,2,3
6931,0,1,2,3,0,1,0,3,3
6932,0,1,2,3,0,1,1,0,3
