,Sale,weight,ppi,cpu_core,internal_mem,ram,RearCam,battery,pred
513,0,0,0,2,0,0,0,1,1
514,0,0,0,2,0,0,0,2,1
515,0,0,0,2,0,0,0,3,1
516,0,0,0,2,0,0,1,0,1
517,0,0,0,2,0,0,1,1,1
518,0,0,0,2,0,0,1,2,1
519,0,0,0,2,0,0,1,3,1
520,0,0,0,2,0,0,2,0,1
521,0,0,0,2,0,0,2,1,1
522,0,0,0,2,0,0,2,2,1
523,0,0,0,2,0,0,2,3,1
524,0,0,0,2,0,0,3,0,1
525,0,0,0,2,0,0,3,1,1
526,0,0,0,2,0,0,3,2,1
527,0,0,0,2,0,0,3,3,1
528,0,0,0,2,0,1,0,0,3
529,0,0,0,2,0,1,0,1,3
530,0,0,0,2,0,1,0,2,3
531,0,0,0,2,0,1,0,3,3
532,0,0,0,2,0,1,1,0,3
533,0,0,0,2,0,1,1,1,3
534,0,0,0,2,0,1,1,2,3
535,0,0,0,2,0,1,1,3,3
536,0,0,0,2,0,1,2,0,0
537,0,0,0,2,0,1,2,1,0
538,0,0,0,2,0,1,2,2,3
539,0,0,0,2,0,1,2,3,3
540,0,0,0,2,0,1,3,0,0
541,0,0,0,2,0,1,3,1,0
542,0,0,0,2,0,1,3,2,0
543,0,0,0,2,0,1,3,3,0
544,0,0,0,2,0,2,0,0,3
545,0,0,0,2,0,2,0,1,3
546,0,0,0,2,0,2,0,2,3
547,0,0,0,2,0,2,0,3,3
548,0,0,0,2,0,2,1,0,3
549,0,0,0,2,0,2,1,1,3
550,0,0,0,2,0,2,1,2,3
551,0,0,0,2,0,2,1,3,3
552,0,0,0,2,0,2,2,0,0
553,0,0,0,2,0,2,2,1,0
554,0,0,0,2,0,2,2,2,0
555,0,0,0,2,0,2,2,3,3
556,0,0,0,2,0,2,3,0,0
557,0,0,0,2,0,2,3,1,0
558,0,0,0,2,0,2,3,2,0
559,0,0,0,2,0,2,3,3,0
560,0,0,0,2,0,3,0,0,3
561,0,0,0,2,0,3,0,1,3
562,0,0,0,2,0,3,0,2,3
563,0,0,0,2,0,3,0,3,3
564,0,0,0,2,0,3,1,0,0
565,0,0,0,2,0,3,1,1,0
566,0,0,0,2,0,3,1,2,3
567,0,0,0,2,0,3,1,3,3
568,0,0,0,2,0,3,2,0,0
569,0,0,0,2,0,3,2,1,0
570,0,0,0,2,0,3,2,2,0
571,0,0,0,2,0,3,2,3,0
572,0,0,0,2,0,3,3,0,0
573,0,0,0,2,0,3,3,1,0
574,0,0,0,2,0,3,3,2,0
575,0,0,0,2,0,3,3,3,0
576,0,0,0,2,1,0,0,0,1
577,0,0,0,2,1,0,0,1,1
578,0,0,0,2,1,0,0,2,1
579,0,0,0,2,1,0,0,3,1
580,0,0,0,2,1,0,1,0,1
581,0,0,0,2,1,0,1,1,1
582,0,0,0,2,1,0,1,2,1
583,0,0,0,2,1,0,1,3,1
584,0,0,0,2,1,0,2,0,1
585,0,0,0,2,1,0,2,1,1
586,0,0,0,2,1,0,2,2,1
587,0,0,0,2,1,0,2,3,1
588,0,0,0,2,1,0,3,0,1
589,0,0,0,2,1,0,3,1,1
590,0,0,0,2,1,0,3,2,1
591,0,0,0,2,1,0,3,3,1
592,0,0,0,2,1,1,0,0,3
593,0,0,0,2,1,1,0,1,3
594,0,0,0,2,1,1,0,2,3
595,0,0,0,2,1,1,0,3,3
596,0,0,0,2,1,1,1,0,3
597,0,0,0,2,1,1,1,1,3
598,0,0,0,2,1,1,1,2,3
599,0,0,0,2,1,1,1,3,3
600,0,0,0,2,1,1,2,0,3
601,0,0,0,2,1,1,2,1,3
602,0,0,0,2,1,1,2,2,3
603,0,0,0,2,1,1,2,3,3
604,0,0,0,2,1,1,3,0,0
605,0,0,0,2,1,1,3,1,0
606,0,0,0,2,1,1,3,2,0
607,0,0,0,2,1,1,3,3,1
608,0,0,0,2,1,2,0,0,3
609,0,0,0,2,1,2,0,1,3
610,0,0,0,2,1,2,0,2,3
611,0,0,0,2,1,2,0,3,3
612,0,0,0,2,1,2,1,0,3
613,0,0,0,2,1,2,1,1,3
614,0,0,0,2,1,2,1,2,3
615,0,0,0,2,1,2,1,3,3
616,0,0,0,2,1,2,2,0,0
617,0,0,0,2,1,2,2,1,3
618,0,0,0,2,1,2,2,2,3
619,0,0,0,2,1,2,2,3,3
620,0,0,0,2,1,2,3,0,0
621,0,0,0,2,1,2,3,1,0
622,0,0,0,2,1,2,3,2,0
623,0,0,0,2,1,2,3,3,0
624,0,0,0,2,1,3,0,0,3
625,0,0,0,2,1,3,0,1,3
626,0,0,0,2,1,3,0,2,3
627,0,0,0,2,1,3,0,3,3
628,0,0,0,2,1,3,1,0,3
629,0,0,0,2,1,3,1,1,3
630,0,0,0,2,1,3,1,2,3
631,0,0,0,2,1,3,1,3,3
632,0,0,0,2,1,3,2,0,0
633,0,0,0,2,1,3,2,1,0
634,0,0,0,2,1,3,2,2,3
635,0,0,0,2,1,3,2,3,3
636,0,0,0,2,1,3,3,0,0
637,0,0,0,2,1,3,3,1,0
638,0,0,0,2,1,3,3,2,0
639,0,0,0,2,1,3,3,3,0
640,0,0,0,2,2,0,0,0,1
641,0,0,0,2,2,0,0,1,1
642,0,0,0,2,2,0,0,2,1
643,0,0,0,2,2,0,0,3,1
644,0,0,0,2,2,0,1,0,1
645,0,0,0,2,2,0,1,1,1
646,0,0,0,2,2,0,1,2,1
647,0,0,0,2,2,0,1,3,1
648,0,0,0,2,2,0,2,0,1
649,0,0,0,2,2,0,2,1,1
650,0,0,0,2,2,0,2,2,1
651,0,0,0,2,2,0,2,3,1
652,0,0,0,2,2,0,3,0,1
653,0,0,0,2,2,0,3,1,1
654,0,0,0,2,2,0,3,2,1
655,0,0,0,2,2,0,3,3,1
656,0,0,0,2,2,1,0,0,3
657,0,0,0,2,2,1,0,1,3
658,0,0,0,2,2,1,0,2,3
659,0,0,0,2,2,1,0,3,3
660,0,0,0,2,2,1,1,0,3
661,0,0,0,2,2,1,1,1,3
662,0,0,0,2,2,1,1,2,3
663,0,0,0,2,2,1,1,3,3
664,0,0,0,2,2,1,2,0,3
665,0,0,0,2,2,1,2,1,3
666,0,0,0,2,2,1,2,2,3
667,0,0,0,2,2,1,2,3,3
668,0,0,0,2,2,1,3,0,0
669,0,0,0,2,2,1,3,1,3
670,0,0,0,2,2,1,3,2,3
671,0,0,0,2,2,1,3,3,3
672,0,0,0,2,2,2,0,0,3
673,0,0,0,2,2,2,0,1,3
674,0,0,0,2,2,2,0,2,3
675,0,0,0,2,2,2,0,3,3
676,0,0,0,2,2,2,1,0,3
677,0,0,0,2,2,2,1,1,3
678,0,0,0,2,2,2,1,2,3
679,0,0,0,2,2,2,1,3,3
680,0,0,0,2,2,2,2,0,3
681,0,0,0,2,2,2,2,1,3
682,0,0,0,2,2,2,2,2,3
683,0,0,0,2,2,2,2,3,3
684,0,0,0,2,2,2,3,0,0
685,0,0,0,2,2,2,3,1,0
686,0,0,0,2,2,2,3,2,3
687,0,0,0,2,2,2,3,3,3
688,0,0,0,2,2,3,0,0,3
689,0,0,0,2,2,3,0,1,3
